"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2011",124.270189324527,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2012",105.905235236912,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2013",96.2392594018516,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5392586518535,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2016",104.622738443154,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2017",111.105222236945,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2018",118.580203549491,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2019",124.71518821203,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2020",127.505181237047,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2021",132.195169512077,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2022",141.978395054061,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1971",67.4376994442981,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1972",61.4390985460634,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1973",62.2175911127537,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1974",69.7317897127462,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1975",64.9074518217953,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1976",63.6333135861544,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1977",70.666829513982,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1978",77.6742179782515,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1979",71.2304928176556,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1980",66.2340828054474,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1981",61.6869075832207,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1982",55.4751174473242,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1983",59.2789743976292,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1984",58.9226648653688,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1985",58.9824152915085,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1986",59.6524190714161,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1987",76.3765395104356,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1988",88.0686959634222,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1989",96.8748910200856,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1990",98.8469788085565,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1991",101.774871705086,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1992",94.3808980899732,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1993",89.0988161370459,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1994",88.3327876656982,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1995",84.4927851600551,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1996",81.7879536634285,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1997",80.1755113746826,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1998",79.3457093455968,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","1999",80.4609786836677,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2000",79.6419376617341,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.4212869565413,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2002",91.5743424427172,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2003",104.477050268506,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2004",119.06647245719,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2005",130.258816345966,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2006",142.348662230635,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2007",151.636078201495,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2008",144.166280942674,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2009",136.606904696805,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2010",134.183974467141,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2011",123.325301358445,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2012",110.856977506826,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2013",100.412906871944,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2014",100.463477164173,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2016",102.004149285291,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2017",105.176007514589,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2018",109.606955147733,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2019",110.72997487732,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2020",120.164778235086,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2021",121.983590679741,
"ESP","HOUSECOST","PRICEINCOME","IDX2015","A","2022",124.749626811683,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1971",29.939137649957,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1972",30.189457341173,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1973",33.2251113536121,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1974",40.1784452710948,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1975",38.0789537973105,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1976",39.6461937853677,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1977",47.9215208543089,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1978",56.5249861850921,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1979",52.542747918697,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1980",49.1373591636732,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1981",46.0819936570168,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1982",42.4203109450429,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1983",46.6217090699594,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1984",47.4993667761151,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1985",49.0126827876674,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1986",52.5251225176547,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1987",70.2576170392781,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1988",83.5235300532707,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1989",94.6241161841026,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1990",100.914412805112,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1991",105.525075386326,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1992",96.7993691347525,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1993",88.3919569068698,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1994",84.9496233073136,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1995",83.3334414881055,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1996",79.5170496673274,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1997",78.0974787283455,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1998",78.0613838959715,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","1999",80.6602383998666,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2000",83.5784975706649,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2001",87.7792733691425,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2002",98.3563567999749,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2003",113.165710573079,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2004",128.657631346456,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2005",141.4101774663,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2006",153.929314490135,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2007",162.004093825468,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2008",153.246404572215,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2009",138.810046658488,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2010",134.855100425412,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2011",123.276340217276,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2012",104.476503314281,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2013",95.1145194602891,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2014",96.0733151912971,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2016",104.712333029597,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2017",110.74158670661,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2018",116.713957095976,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2019",120.895428206955,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2020",122.20786044875,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2021",125.947776013644,
"ESP","HOUSECOST","PRICERENT","IDX2015","A","2022",133.475787818225,
"ESP","HOUSECOST","REAL","IDX2015","A","1971",35.1406363816363,
"ESP","HOUSECOST","REAL","IDX2015","A","1972",34.5808721559045,
"ESP","HOUSECOST","REAL","IDX2015","A","1973",37.7081930621541,
"ESP","HOUSECOST","REAL","IDX2015","A","1974",43.6982593719147,
"ESP","HOUSECOST","REAL","IDX2015","A","1975",40.8746044354206,
"ESP","HOUSECOST","REAL","IDX2015","A","1976",40.9199799420149,
"ESP","HOUSECOST","REAL","IDX2015","A","1977",45.2020013384761,
"ESP","HOUSECOST","REAL","IDX2015","A","1978",50.3900011262202,
"ESP","HOUSECOST","REAL","IDX2015","A","1979",45.6664093455542,
"ESP","HOUSECOST","REAL","IDX2015","A","1980",41.3227949731074,
"ESP","HOUSECOST","REAL","IDX2015","A","1981",38.4796570597183,
"ESP","HOUSECOST","REAL","IDX2015","A","1982",34.7104908663998,
"ESP","HOUSECOST","REAL","IDX2015","A","1983",36.8837239773031,
"ESP","HOUSECOST","REAL","IDX2015","A","1984",35.8874255435868,
"ESP","HOUSECOST","REAL","IDX2015","A","1985",36.5213768767823,
"ESP","HOUSECOST","REAL","IDX2015","A","1986",38.4776495477011,
"ESP","HOUSECOST","REAL","IDX2015","A","1987",51.3401213949103,
"ESP","HOUSECOST","REAL","IDX2015","A","1988",62.0410365200439,
"ESP","HOUSECOST","REAL","IDX2015","A","1989",71.8404510349921,
"ESP","HOUSECOST","REAL","IDX2015","A","1990",77.9261956900176,
"ESP","HOUSECOST","REAL","IDX2015","A","1991",83.4017344861993,
"ESP","HOUSECOST","REAL","IDX2015","A","1992",77.7490375500622,
"ESP","HOUSECOST","REAL","IDX2015","A","1993",73.6056794371445,
"ESP","HOUSECOST","REAL","IDX2015","A","1994",71.2528743468733,
"ESP","HOUSECOST","REAL","IDX2015","A","1995",70.3406176083666,
"ESP","HOUSECOST","REAL","IDX2015","A","1996",70.1785068028933,
"ESP","HOUSECOST","REAL","IDX2015","A","1997",71.1958585759199,
"ESP","HOUSECOST","REAL","IDX2015","A","1998",73.4419769934977,
"ESP","HOUSECOST","REAL","IDX2015","A","1999",76.9296952129965,
"ESP","HOUSECOST","REAL","IDX2015","A","2000",79.4047206597593,
"ESP","HOUSECOST","REAL","IDX2015","A","2001",83.9527130662085,
"ESP","HOUSECOST","REAL","IDX2015","A","2002",95.5899414471291,
"ESP","HOUSECOST","REAL","IDX2015","A","2003",111.112611573001,
"ESP","HOUSECOST","REAL","IDX2015","A","2004",127.02285661336,
"ESP","HOUSECOST","REAL","IDX2015","A","2005",140.884050266201,
"ESP","HOUSECOST","REAL","IDX2015","A","2006",154.591496422024,
"ESP","HOUSECOST","REAL","IDX2015","A","2007",164.24595308712,
"ESP","HOUSECOST","REAL","IDX2015","A","2008",156.297610954007,
"ESP","HOUSECOST","REAL","IDX2015","A","2009",147.370345310491,
"ESP","HOUSECOST","REAL","IDX2015","A","2010",141.963982893844,
"ESP","HOUSECOST","REAL","IDX2015","A","2011",128.101543063778,
"ESP","HOUSECOST","REAL","IDX2015","A","2012",106.99437675371,
"ESP","HOUSECOST","REAL","IDX2015","A","2013",96.2792065345476,
"ESP","HOUSECOST","REAL","IDX2015","A","2014",96.4547822712247,
"ESP","HOUSECOST","REAL","IDX2015","A","2015",100,
"ESP","HOUSECOST","REAL","IDX2015","A","2016",104.450185623011,
"ESP","HOUSECOST","REAL","IDX2015","A","2017",109.24624255076,
"ESP","HOUSECOST","REAL","IDX2015","A","2018",114.944137538593,
"ESP","HOUSECOST","REAL","IDX2015","A","2019",119.631101435882,
"ESP","HOUSECOST","REAL","IDX2015","A","2020",122.307963057438,
"ESP","HOUSECOST","REAL","IDX2015","A","2021",124.165757943502,
"ESP","HOUSECOST","REAL","IDX2015","A","2022",124.856050907805,
"ESP","HOUSECOST","RENT","IDX2015","A","1961",3.39124260191626,
"ESP","HOUSECOST","RENT","IDX2015","A","1962",3.60989351639899,
"ESP","HOUSECOST","RENT","IDX2015","A","1963",3.76338476902388,
"ESP","HOUSECOST","RENT","IDX2015","A","1964",3.97431916126561,
"ESP","HOUSECOST","RENT","IDX2015","A","1965",4.39190151123934,
"ESP","HOUSECOST","RENT","IDX2015","A","1966",4.74688926632112,
"ESP","HOUSECOST","RENT","IDX2015","A","1967",5.15675440828113,
"ESP","HOUSECOST","RENT","IDX2015","A","1968",5.50745496672431,
"ESP","HOUSECOST","RENT","IDX2015","A","1969",5.58119601881236,
"ESP","HOUSECOST","RENT","IDX2015","A","1970",5.85301012725865,
"ESP","HOUSECOST","RENT","IDX2015","A","1971",6.19856604973552,
"ESP","HOUSECOST","RENT","IDX2015","A","1972",6.51496801914658,
"ESP","HOUSECOST","RENT","IDX2015","A","1973",7.18378593361795,
"ESP","HOUSECOST","RENT","IDX2015","A","1974",8.10726815405785,
"ESP","HOUSECOST","RENT","IDX2015","A","1975",9.23997065007804,
"ESP","HOUSECOST","RENT","IDX2015","A","1976",10.3432495171625,
"ESP","HOUSECOST","RENT","IDX2015","A","1977",11.6941530847077,
"ESP","HOUSECOST","RENT","IDX2015","A","1978",13.1699381584969,
"ESP","HOUSECOST","RENT","IDX2015","A","1979",14.9508532475427,
"ESP","HOUSECOST","RENT","IDX2015","A","1980",16.7525158376258,
"ESP","HOUSECOST","RENT","IDX2015","A","1981",18.9768659488433,
"ESP","HOUSECOST","RENT","IDX2015","A","1982",21.2761535638077,
"ESP","HOUSECOST","RENT","IDX2015","A","1983",23.1002611550131,
"ESP","HOUSECOST","RENT","IDX2015","A","1984",24.3966062198303,
"ESP","HOUSECOST","RENT","IDX2015","A","1985",26.0190513009526,
"ESP","HOUSECOST","RENT","IDX2015","A","1986",27.9786038989302,
"ESP","HOUSECOST","RENT","IDX2015","A","1987",29.4409639720482,
"ESP","HOUSECOST","RENT","IDX2015","A","1988",31.3688340684417,
"ESP","HOUSECOST","RENT","IDX2015","A","1989",34.2266167113309,
"ESP","HOUSECOST","RENT","IDX2015","A","1990",37.1195918559796,
"ESP","HOUSECOST","RENT","IDX2015","A","1991",40.4318745215938,
"ESP","HOUSECOST","RENT","IDX2015","A","1992",43.8166821908342,
"ESP","HOUSECOST","RENT","IDX2015","A","1993",47.8219448910973,
"ESP","HOUSECOST","RENT","IDX2015","A","1994",50.4969825248492,
"ESP","HOUSECOST","RENT","IDX2015","A","1995",53.2807701640386,
"ESP","HOUSECOST","RENT","IDX2015","A","1996",57.2628603631431,
"ESP","HOUSECOST","RENT","IDX2015","A","1997",60.7839155391958,
"ESP","HOUSECOST","RENT","IDX2015","A","1998",63.7497106874856,
"ESP","HOUSECOST","RENT","IDX2015","A","1999",65.998258299913,
"ESP","HOUSECOST","RENT","IDX2015","A","2000",68.4785309239266,
"ESP","HOUSECOST","RENT","IDX2015","A","2001",71.3858810692941,
"ESP","HOUSECOST","RENT","IDX2015","A","2002",74.5027762251389,
"ESP","HOUSECOST","RENT","IDX2015","A","2003",77.6800263840014,
"ESP","HOUSECOST","RENT","IDX2015","A","2004",80.8653190432661,
"ESP","HOUSECOST","RENT","IDX2015","A","2005",84.3213117160657,
"ESP","HOUSECOST","RENT","IDX2015","A","2006",87.997359399868,
"ESP","HOUSECOST","RENT","IDX2015","A","2007",91.8414220920712,
"ESP","HOUSECOST","RENT","IDX2015","A","2008",95.7397122869857,
"ESP","HOUSECOST","RENT","IDX2015","A","2009",98.6824724341237,
"ESP","HOUSECOST","RENT","IDX2015","A","2010",99.7789849889494,
"ESP","HOUSECOST","RENT","IDX2015","A","2011",100.814105040706,
"ESP","HOUSECOST","RENT","IDX2015","A","2012",101.368280068414,
"ESP","HOUSECOST","RENT","IDX2015","A","2013",101.179880058994,
"ESP","HOUSECOST","RENT","IDX2015","A","2014",100.484355024218,
"ESP","HOUSECOST","RENT","IDX2015","A","2015",100,
"ESP","HOUSECOST","RENT","IDX2015","A","2016",99.912277495614,
"ESP","HOUSECOST","RENT","IDX2015","A","2017",100.322280016114,
"ESP","HOUSECOST","RENT","IDX2015","A","2018",101.590255079513,
"ESP","HOUSECOST","RENT","IDX2015","A","2019",103.155455157773,
"ESP","HOUSECOST","RENT","IDX2015","A","2020",104.332355216618,
"ESP","HOUSECOST","RENT","IDX2015","A","2021",104.954930247747,
"ESP","HOUSECOST","RENT","IDX2015","A","2022",106.364480318348,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1970",4.85945353207526,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1971",5.11382329572144,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1972",5.49702969255845,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1973",5.89345010307949,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1974",6.4286176572829,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1975",7.58154035121494,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1976",8.78296359894944,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1977",10.1760061813187,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1978",11.5860370879121,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1979",12.8601614010989,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1980",13.5736710164835,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1981",13.6416243131868,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1982",13.6756009615385,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1983",13.7265659340659,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1984",14.0663324175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1985",14.6099587912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1986",15.5952815934066,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1987",17.5999038461538,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1988",20.7937087912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1989",24.7010233516483,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1990",27.6230151098901,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1991",29.5257074175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1992",26.7396222527472,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1993",23.7836538461538,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1994",24.8709065934066,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1995",24.9388598901099,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1996",25.1427197802198,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1997",26.8075755494505,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1998",29.3558241758241,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1999",32.1079326923077,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2000",35.7094574175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2001",38.5295192307692,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2002",40.9758379120879,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2003",43.6939697802197,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2004",47.7711675824175,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2005",52.04,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2006",58.4575,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2007",65.7349999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2008",66.4724999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2009",68.5649999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2010",73.965,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2011",75.8724999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2012",76.8249999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2013",80.7849999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2014",88.4024999999999,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2016",108.2425,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2017",115.4275,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2018",114.35,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2019",117.1875,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2020",122.11,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2021",134.4625,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2022",139.250000004544,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1970",90.1441333471536,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1971",88.1349184826839,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1972",87.9124491667826,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1973",84.2760406550363,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1974",78.7692076410951,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1975",81.5663322584274,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1976",83.3192559431168,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1977",85.7168779993937,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1978",87.7453197460768,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1979",89.3020782595103,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1980",81.7579976416875,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1981",77.4688539952821,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1982",72.1079289526442,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1983",65.4213590571958,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1984",61.9475873462968,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1985",59.1354544887409,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1986",58.1219501552886,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1987",61.3825090768886,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1988",68.7768317858778,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1989",74.9152858068867,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1990",74.5107927931989,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1991",68.0363557905648,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1992",58.5896898653737,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1993",50.7033814054509,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1994",52.1156126739236,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1995",50.7443322227338,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1996",51.1713487467911,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1997",54.1500871113901,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1998",57.8380070590943,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","1999",60.3355759647738,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2000",63.3565377903874,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2001",63.2222945049672,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2002",64.3351852864009,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2003",66.9661073187956,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2004",72.2047980107922,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2005",75.9649078551469,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2006",80.9605992769151,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2007",85.443479980312,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2008",81.9761036091331,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2009",82.2749377150922,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2010",85.7225867441914,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2011",84.3345818239743,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2012",82.1059764917893,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2013",84.8348317677583,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2014",90.8291852809389,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2016",104.946951253134,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2017",109.283248393254,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2018",104.727339199734,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2019",103.912478105114,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2020",108.501788994155,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2021",113.45782676775,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","A","2022",110.160470909437,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1970",63.1842148892552,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1971",65.3176077027613,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1972",66.9832578603444,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1973",67.2332753305082,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1974",66.5843286978593,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1975",72.6223717936294,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1976",78.1807033257983,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1977",80.3489668427154,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1978",84.9028510043282,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1979",87.5697940517442,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1980",79.3539917544776,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1981",69.9580226535451,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1982",60.9498268649851,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1983",55.9030817176933,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1984",52.9202015994081,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1985",51.4306778587745,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1986",52.4982121226166,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1987",55.5853295603059,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1988",60.9664633110824,
"SWE","HOUSECOST","PRICERENT","IDX2015","A","1989",67.0872796083107,
